"Date","Time (Formatted)","Time (Seconds)","Distance","Stroke Rate","Pace","Avg Watts","Cal/Hour","Avg Heart Rate","Age","Weight","Type","Ranked","Comments"
"2015-05-22 00:00:00","","0","0","","","","","","59","Lwt","Indoor Rower","No","Trip to Oregon"
"2015-05-21 00:00:00","24:06.6","1446.6","3000","","4:01.1","25","386","","59","Lwt","Indoor Rower","No",""
"2015-05-20 00:00:00","42:35.2","2555.2","6000","","3:32.9","36","424","","59","Lwt","Indoor Rower","No",""
"2015-05-19 00:00:00","25:00.0","1500","2619","","4:46.3","15","352","","59","Lwt","Indoor Rower","No",""
"2015-05-18 00:00:00","","0","0","","","","","","59","Lwt","Indoor Rower","No","REST Day"
"2015-05-17 00:00:00","20:00.0","1200","2639","","3:47.3","30","403","","59","Lwt","Indoor Rower","No",""
"2015-05-16 00:00:00","50:26.0","3026","7000","","3:36.1","35","420","","59","Lwt","Indoor Rower","No",""
"2015-05-15 00:00:00","41:50.0","2510","6401","","3:16.0","46","458","","59","Lwt","Indoor Rower","No",""
"2015-05-14 00:00:00","10:00.0","600","1459","","3:25.6","40","437","","59","Lwt","Indoor Rower","No",""
"2015-05-13 00:00:00","46:52.0","2812","6078","","3:51.3","28","396","","59","Lwt","Indoor Rower","No",""
"2015-05-12 00:00:00","15:00.0","900","1797","","4:10.4","22","376","","59","Lwt","Indoor Rower","No",""
"2015-05-11 00:00:00","1:00:00.0","3600","7205","","4:09.8","22","376","","59","Lwt","Indoor Rower","No","ultra-slow, just kept going"
"2015-05-10 00:00:00","33:00.0","1980","5111","","3:13.7","48","465","","59","Lwt","Indoor Rower","No","left rower, energy returns! @ 17', pins return to right hand"
"2015-05-09 00:00:00","30:00.0","1800","3092","","4:51.0","14","348","","59","Lwt","Indoor Rower","No","left rower"
"2015-05-08 00:00:00","30:00.0","1800","3551","","4:13.4","21","372","","59","Lwt","Indoor Rower","No","left rower broken, using right | hand ok"
"2015-05-07 00:00:00","30:00.0","1800","3457","","4:20.3","20","369","","59","Lwt","Indoor Rower","No","don't care"
"2015-05-06 00:00:00","","0","0","","","","","","59","Lwt","Indoor Rower","No","24-hour urine | rest day | lazy"
"2015-05-05 00:00:00","30:00.0","1800","3456","","4:20.4","20","369","","59","Lwt","Indoor Rower","No","no power| bad mood"
"2015-05-04 00:00:00","37:37.0","2257","4423","","4:15.1","21","372","","59","Lwt","Indoor Rower","No","B2 - collapse | no energy"
"2015-05-03 00:00:00","46:46.0","2806","7005","","3:20.2","44","451","","59","Lwt","Indoor Rower","No",""
"2015-05-02 00:00:00","47:25.0","2845","7108","","3:20.1","44","451","","59","Lwt","Indoor Rower","No",""
"2015-05-01 00:00:00","","0","0","","","","","","59","Lwt","Indoor Rower","No","No Row (do weights)"
