"Date","Description","Work Time (Formatted)","Work Time (Seconds)","Rest Time (Formatted)","Rest Time (Seconds)","Work Distance","Rest Distance","Stroke Rate/Cadence","Stroke Count","Pace","Avg Watts","Cal/Hour","Avg Heart Rate","Drag Factor","Age","Weight","Type","Ranked","Comments"
"2014-04-13 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-04-12 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-04-11 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-04-10 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-04-09 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-04-08 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-04-07 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-04-06 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-04-05 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-04-04 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-04-03 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-04-02 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","Travel to PDX"
"2014-04-01 00:00:00","1,425m row","10:00.0","600","","","1425","","","","3:30.5","38","429","","","58","Lwt","Indoor Rower","No","UNLV - Last Day"
"2014-03-31 00:00:00","1,425m row","10:00.0","600","","","1425","","","","3:30.5","38","429","","","58","Lwt","Indoor Rower","No",""
"2014-03-30 00:00:00","1,455m row","10:00.0","600","","","1455","","","","3:26.1","40","437","","","58","Lwt","Indoor Rower","No",""
"2014-03-29 00:00:00","1,428m row","10:00.0","600","","","1428","","","","3:30.0","38","430","","","58","Lwt","Indoor Rower","No",""
"2014-03-28 00:00:00","2,961m row","20:00.0","1200","","","2961","","","","3:22.6","42","445","","","58","Lwt","Indoor Rower","No","Cozzar - Day #2 - still out-of-it, but exercise helps"
"2014-03-27 00:00:00","1,481m row","10:00.0","600","","","1481","","","","3:22.5","42","445","","","58","Lwt","Indoor Rower","No","Cozzar - Day #1 (stop Diovan) - mood out-of-it"
"2014-03-26 00:00:00","3,290m row","20:00.0","1200","","","3290","","","","3:02.3","58","498","","","58","Lwt","Indoor Rower","No",""
"2014-03-25 00:00:00","4,792m row","30:00.0","1800","","","4792","","","","3:07.8","53","482","","","58","Lwt","Indoor Rower","No","30' - too much; blood later"
"2014-03-24 00:00:00","3,200m row","20:00.0","1200","","","3200","","","","3:07.5","53","482","","","58","Lwt","Indoor Rower","No",""
"2014-03-23 00:00:00","2,000m row","13:03.0","783","","","2000","","","","3:15.7","47","460","","","58","Lwt","Indoor Rower","No",""
"2014-03-22 00:00:00","1,000m row","6:58.0","418","","","1000","","","","3:29.0","38","432","","","58","Lwt","Indoor Rower","No","light!"
"2014-03-21 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","discharged; at UNLV gym; but elliptical only"
"2014-03-20 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","surgery; stents"
"2014-03-19 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","Go To ER (kidney)"
"2014-03-18 00:00:00","6,300m row","40:00.0","2400","","","6300","","","","3:10.4","51","474","","","58","Lwt","Indoor Rower","No",""
"2014-03-17 00:00:00","6,600m row","41:45.0","2505","","","6600","","","","3:09.7","51","476","","","58","Lwt","Indoor Rower","No",""
"2014-03-16 00:00:00","6,800m row","43:45.0","2625","","","6800","","","","3:13.0","49","467","","","58","Lwt","Indoor Rower","No",""
"2014-03-15 00:00:00","5,500m row","33:00.0","1980","","","5500","","","","3:00.0","60","506","","","58","Lwt","Indoor Rower","No",""
"2014-03-14 00:00:00","5,500m row","35:00.0","2100","","","5500","","","","3:10.9","50","473","","","58","Lwt","Indoor Rower","No",""
"2014-03-13 00:00:00","10,000m row","1:02:30.0","3750","","","10000","","","","3:07.5","53","482","","","58","Lwt","Indoor Rower","No",""
"2014-03-12 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","REST day; forced; 1 day per week"
"2014-03-11 00:00:00","5,400m row","32:30.0","1950","","","5400","","","","3:00.5","59","504","","","58","Lwt","Indoor Rower","No",""
"2014-03-10 00:00:00","6,400m row","40:00.0","2400","","","6400","","","","3:07.5","53","482","","","58","Lwt","Indoor Rower","No",""
"2014-03-09 00:00:00","7,100m row","44:00.0","2640","","","7100","","","","3:05.9","54","487","","","58","Lwt","Indoor Rower","No",""
"2014-03-08 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","tired; no exercise"
"2014-03-07 00:00:00","4,460m row","30:00.0","1800","","","4460","","","","3:21.7","43","446","","","58","Lwt","Indoor Rower","No",""
"2014-03-06 00:00:00","6,200m row","40:00.0","2400","","","6200","","","","3:13.5","48","466","","","58","Lwt","Indoor Rower","No",""
"2014-03-05 00:00:00","6,600m row","40:15.0","2415","","","6600","","","","3:02.9","57","496","","","58","Lwt","Indoor Rower","No",""
"2014-03-04 00:00:00","3,200m row","20:00.0","1200","","","3200","","","","3:07.5","53","482","","","58","Lwt","Indoor Rower","No","sick"
"2014-03-03 00:00:00","6,500m row","42:15.0","2535","","","6500","","","","3:15.0","47","462","","","58","Lwt","Indoor Rower","No","Day #1, UNLV (Tired and sick)"
"2014-03-02 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","Travel; arrive LAS"
"2014-03-01 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","Travel to EUGene"
"2014-02-28 00:00:00","6,500m row","40:30.0","2430","","","6500","","","","3:06.9","54","484","","","58","Lwt","Indoor Rower","No","Last Day at LA Fitness, Pearl"
"2014-02-27 00:00:00","6,500m row","45:00.0","2700","","","6500","","","","3:27.6","39","434","","","58","Lwt","Indoor Rower","No",""
"2014-02-26 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-02-25 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","urine #3"
"2014-02-24 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-02-23 00:00:00","6,300m row","40:00.0","2400","","","6300","","","","3:10.4","51","474","","","58","Lwt","Indoor Rower","No",""
"2014-02-22 00:00:00","1,785m row","11:08.0","668","","","1785","","","","3:07.1","53","484","","","58","Lwt","Indoor Rower","No","gym closing"
"2014-02-21 00:00:00","6,200m row","40:45.0","2445","","","6200","","","","3:17.1","46","457","","","58","Lwt","Indoor Rower","No",""
"2014-02-20 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-02-19 00:00:00","5,069m row","30:45.0","1845","","","5069","","","","3:01.9","58","500","","","58","Lwt","Indoor Rower","No",""
"2014-02-18 00:00:00","4,533m row","30:00.0","1800","","","4533","","","","3:18.5","45","454","","","58","Lwt","Indoor Rower","No",""
"2014-02-17 00:00:00","4,900m row","32:00.0","1920","","","4900","","","","3:15.9","47","460","","","58","Lwt","Indoor Rower","No",""
"2014-02-16 00:00:00","9,100m row","56:15.0","3375","","","9100","","","","3:05.4","55","489","","","58","Lwt","Indoor Rower","No",""
"2014-02-15 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-02-14 00:00:00","7,700m row","47:00.0","2820","","","7700","","","","3:03.1","57","496","","","58","Lwt","Indoor Rower","No",""
"2014-02-13 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-02-12 00:00:00","7,220m row","45:30.0","2730","","","7220","","","","3:09.0","52","478","","","58","Lwt","Indoor Rower","No",""
"2014-02-11 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-02-10 00:00:00","7,000m row","44:45.0","2685","","","7000","","","","3:11.7","50","471","","","58","Lwt","Indoor Rower","No",""
"2014-02-09 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-02-08 00:00:00","5,700m row","38:00.0","2280","","","5700","","","","3:20.0","44","450","","","58","Lwt","Indoor Rower","No","Day #1 @LA Fitness - Pearl"
"2014-02-07 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-02-06 00:00:00","4,600m row","35:00.0","2100","","","4600","","","","3:48.2","29","401","","","58","Lwt","Indoor Rower","No","Last Day - at Pearl|LA Fitness - hoooray"
"2014-02-05 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-02-04 00:00:00","4,700m row","36:00.0","2160","","","4700","","","","3:49.7","29","399","","","58","Lwt","Indoor Rower","No",""
"2014-02-03 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-02-02 00:00:00","4,500m row","35:00.0","2100","","","4500","","","","3:53.3","28","395","","","58","Lwt","Indoor Rower","No",""
"2014-02-01 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-01-31 00:00:00","2,800m row","24:00.0","1440","","","2800","","","","4:17.1","21","371","","","58","Lwt","Indoor Rower","No",""
"2014-01-30 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-01-29 00:00:00","4,500m row","36:15.0","2175","","","4500","","","","4:01.6","25","385","","","58","Lwt","Indoor Rower","No",""
"2014-01-28 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-01-27 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-01-26 00:00:00","4,170m row","35:00.0","2100","","","4170","","","","4:11.8","22","375","","","58","Lwt","Indoor Rower","No",""
"2014-01-25 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-01-24 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-01-23 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-01-22 00:00:00","3,200m row","35:00.0","2100","","","3200","","","","5:28.1","10","334","","","58","Lwt","Indoor Rower","No",""
"2014-01-21 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-01-20 00:00:00","2,600m row","23:00.0","1380","","","2600","","","","4:25.3","19","364","","","58","Lwt","Indoor Rower","No",""
"2014-01-19 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-01-18 00:00:00","2,000m row","20:00.0","1200","","","2000","","","","5:00.0","13","345","","","58","Lwt","Indoor Rower","No",""
"2014-01-17 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-01-16 00:00:00","1,400m row","15:00.0","900","","","1400","","","","5:21.4","11","336","","","58","Lwt","Indoor Rower","No",""
"2014-01-15 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-01-14 00:00:00","3,000m row","28:00.0","1680","","","3000","","","","4:40.0","16","355","","","58","Lwt","Indoor Rower","No",""
"2014-01-13 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-01-12 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-01-11 00:00:00","2,200m row","20:00.0","1200","","","2200","","","","4:32.7","17","359","","","58","Lwt","Indoor Rower","No","Day #1 (free) | LA Fitness (Lloyd)| not concept2"
"2014-01-10 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-01-09 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-01-08 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-01-07 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-01-06 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-01-05 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-01-04 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-01-03 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-01-02 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-01-01 00:00:00","4,600m row","33:00.0","1980","","","4600","","","","3:35.2","35","421","","","58","Lwt","Indoor Rower","No","Day #3 - Guest Pass at LA Fitnes, Pearl"
"2013-12-31 00:00:00","4,600m row","32:00.0","1920","","","4600","","","","3:28.7","39","432","","","57","Lwt","Indoor Rower","No","Day #2"
"2013-12-30 00:00:00","4,177m row","30:00.0","1800","","","4177","","","","3:35.4","35","420","","","57","Lwt","Indoor Rower","No","PdX - Day #1 - Guest pass at LA Fitness, Pearl"
"2013-12-29 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-12-28 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-12-27 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-12-26 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-12-25 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-12-24 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-12-23 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-12-22 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-12-21 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-12-20 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-12-19 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-12-18 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No","move to Portland; also new row notebook"
"2013-12-17 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No","UNLV Last Day, but no rower (gym cleaning)"
"2013-12-16 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No","no rower (gym cleaning)"
"2013-12-15 00:00:00","4,487m row","32:00.0","1920","","","4487","","","","3:33.9","36","423","","","57","Lwt","Indoor Rower","No",""
"2013-12-14 00:00:00","4,800m row","35:00.0","2100","","","4800","","","","3:38.7","33","415","","","57","Lwt","Indoor Rower","No","Light - afraid to breathe b/c of medical issues"
"2013-12-13 00:00:00","4,610m row","32:00.0","1920","","","4610","","","","3:28.2","39","433","","","57","Lwt","Indoor Rower","No","easy - first day after FL and Dr. Liu tells me WBC, RBC and abdominal hernia"
"2013-12-12 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-12-11 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-12-10 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-12-09 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-12-08 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-12-07 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-12-06 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No","FL"
"2013-12-05 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No","FL"
"2013-12-04 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No","FL"
"2013-12-03 00:00:00","7,400m row","48:25.0","2905","","","7400","","","","3:16.2","46","459","","","57","Lwt","Indoor Rower","No",""
"2013-12-02 00:00:00","7,700m row","50:00.0","3000","","","7700","","","","3:14.8","47","463","","","57","Lwt","Indoor Rower","No",""
"2013-12-01 00:00:00","10,000m row","1:05:00.0","3900","","","10000","","","","3:15.0","47","462","","","57","Lwt","Indoor Rower","No",""
"2013-11-30 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No","gym closed"
"2013-11-29 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No","gym closed"
"2013-11-28 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No","gym closed"
"2013-11-27 00:00:00","6,800m row","45:45.0","2745","","","6800","","","","3:21.8","43","446","","","57","Lwt","Indoor Rower","No",""
"2013-11-26 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No","bad mood, just tired?, 1 hour on elliptical (TV)"
"2013-11-25 00:00:00","2,959m row","20:00.0","1200","","","2959","","","","3:22.7","42","444","","","57","Lwt","Indoor Rower","No",""
"2013-11-24 00:00:00","3,500m row","22:30.0","1350","","","3500","","","","3:12.8","49","468","","","57","Lwt","Indoor Rower","No",""
"2013-11-23 00:00:00","6,500m row","40:00.0","2400","","","6500","","","","3:04.6","56","491","","","57","Lwt","Indoor Rower","No",""
"2013-11-22 00:00:00","7,200m row","45:00.0","2700","","","7200","","","","3:07.5","53","482","","","57","Lwt","Indoor Rower","No",""
"2013-11-21 00:00:00","3,200m row","20:00.0","1200","","","3200","","","","3:07.5","53","482","","","57","Lwt","Indoor Rower","No",""
"2013-11-20 00:00:00","4,589m row","30:00.0","1800","","","4589","","","","3:16.1","46","459","","","57","Lwt","Indoor Rower","No","UNLV Day#1"
"2013-11-19 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-11-18 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-11-17 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-11-16 00:00:00","6,700m row","42:30.0","2550","","","6700","","","","3:10.3","51","475","","","57","Lwt","Indoor Rower","No","PDX - 24-hr fitness - Hollywood - $10 as guest"
"2013-11-15 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-11-14 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-11-13 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-11-12 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-11-11 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-11-10 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-11-09 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No","PDX Day #1"
"2013-11-08 00:00:00","4,400m row","27:00.0","1620","","","4400","","","","3:04.0","56","493","","","57","Lwt","Indoor Rower","No",""
"2013-11-07 00:00:00","8,500m row","51:45.0","3105","","","8500","","","","3:02.6","57","497","","","57","Lwt","Indoor Rower","No",""
"2013-11-06 00:00:00","6,000m row","37:59.6","2279.6","","","6000","","","","3:09.9","51","475","","","57","Lwt","Indoor Rower","No",""
"2013-11-05 00:00:00","2,900m row","19:00.0","1140","","","2900","","","","3:16.5","46","458","","","57","Lwt","Indoor Rower","No",""
"2013-11-04 00:00:00","6,300m row","37:30.0","2250","","","6300","","","","2:58.5","61","511","","","57","Lwt","Indoor Rower","No",""
"2013-11-03 00:00:00","5,000m row","32:20.0","1940","","","5000","","","","3:14.0","48","465","","","57","Lwt","Indoor Rower","No",""
"2013-11-02 00:00:00","6,000m row","38:02.0","2282","","","6000","","","","3:10.1","51","475","","","57","Lwt","Indoor Rower","No",""
"2013-11-01 00:00:00","1,500m row","10:00.0","600","","","1500","","","","3:20.0","44","450","","","57","Lwt","Indoor Rower","No",""
"2013-10-31 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No","didn't get to gym"
"2013-10-30 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No","REST DAY"
"2013-10-29 00:00:00","2,000m row","13:09.3","789.3","","","2000","","","","3:17.3","46","457","","","57","Lwt","Indoor Rower","No",""
"2013-10-28 00:00:00","6,500m row","41:45.0","2505","","","6500","","","","3:12.6","49","468","","","57","Lwt","Indoor Rower","No",""
"2013-10-27 00:00:00","2,000m row","13:06.0","786","","","2000","","","","3:16.5","46","459","","","57","Lwt","Indoor Rower","No",""
"2013-10-26 00:00:00","6,300m row","39:00.0","2340","","","6300","","","","3:05.7","55","488","","","57","Lwt","Indoor Rower","No",""
"2013-10-25 00:00:00","8,300m row","51:30.0","3090","","","8300","","","","3:06.1","54","486","","","57","Lwt","Indoor Rower","No",""
"2013-10-24 00:00:00","4,400m row","28:15.0","1695","","","4400","","","","3:12.6","49","468","","","57","Lwt","Indoor Rower","No",""
"2013-10-23 00:00:00","6,200m row","41:45.0","2505","","","6200","","","","3:22.0","42","446","","","57","Lwt","Indoor Rower","No",""
"2013-10-22 00:00:00","6,300m row","41:00.0","2460","","","6300","","","","3:15.2","47","462","","","57","Lwt","Indoor Rower","No",""
"2013-10-21 00:00:00","760m row","5:00.0","300","","","760","","","","3:17.3","46","456","","","57","Lwt","Indoor Rower","No",""
"2013-10-20 00:00:00","4,000m row","26:45.0","1605","","","4000","","","","3:20.6","43","449","","","57","Lwt","Indoor Rower","No",""
"2013-10-19 00:00:00","10,200m row","1:04:45.0","3885","","","10200","","","","3:10.4","51","474","","","57","Lwt","Indoor Rower","No",""
"2013-10-18 00:00:00","717m row","5:00.0","300","","","717","","","","3:29.2","38","431","","","57","Lwt","Indoor Rower","No",""
"2013-10-17 00:00:00","4,500m row","30:00.0","1800","","","4500","","","","3:20.0","44","450","","","57","Lwt","Indoor Rower","No",""
"2013-10-16 00:00:00","2,800m row","17:15.0","1035","","","2800","","","","3:04.8","55","491","","","57","Lwt","Indoor Rower","No",""
"2013-10-15 00:00:00","7,400m row","49:00.0","2940","","","7400","","","","3:18.6","45","453","","","57","Lwt","Indoor Rower","No",""
"2013-10-14 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No",""
"2013-10-13 00:00:00","4,300m row","29:00.0","1740","","","4300","","","","3:22.3","42","445","","","57","Lwt","Indoor Rower","No",""
"2013-10-12 00:00:00","7,400m row","47:30.0","2850","","","7400","","","","3:12.5","49","468","","","57","Lwt","Indoor Rower","No",""
"2013-10-11 00:00:00","4,100m row","27:00.0","1620","","","4100","","","","3:17.5","45","456","","","57","Lwt","Indoor Rower","No",""
"2013-10-10 00:00:00","5,800m row","37:00.0","2220","","","5800","","","","3:11.3","50","472","","","57","Lwt","Indoor Rower","No",""
"2013-10-09 00:00:00","2,300m row","14:30.0","870","","","2300","","","","3:09.1","52","478","","","57","Lwt","Indoor Rower","No",""
"2013-10-08 00:00:00","6,700m row","43:30.0","2610","","","6700","","","","3:14.7","47","463","","","57","Lwt","Indoor Rower","No",""
"2013-10-07 00:00:00","10,500m row","1:07:00.0","4020","","","10500","","","","3:11.4","50","471","","","57","Lwt","Indoor Rower","No",""
"2013-10-06 00:00:00","4,700m row","30:00.0","1800","","","4700","","","","3:11.4","50","471","","","57","Lwt","Indoor Rower","No",""
"2013-10-05 00:00:00","6,200m row","40:00.0","2400","","","6200","","","","3:13.5","48","466","","","57","Lwt","Indoor Rower","No","Sick #5 (still feel it)"
"2013-10-04 00:00:00","3,200m row","21:00.0","1260","","","3200","","","","3:16.8","46","458","","","57","Lwt","Indoor Rower","No","Sick #4"
"2013-10-03 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No","Sick #3"
"2013-10-02 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No","Sick #2"
"2013-10-01 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No","Sick #1"
"2013-09-30 00:00:00","5,700m row","40:00.0","2400","","","5700","","","","3:30.5","38","429","","","57","Lwt","Indoor Rower","No","something wrong"
"2013-09-29 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No","REST day, drained"
"2013-09-28 00:00:00","1,570m row","10:00.0","600","","","1570","","","","3:11.0","50","472","","","57","Lwt","Indoor Rower","No",""
"2013-09-27 00:00:00","9,200m row","55:45.0","3345","","","9200","","","","3:01.7","58","500","","","57","Lwt","Indoor Rower","No","mood lifts | find apt | possible progress - work - (nope, actually) | or b/c fixed Left rower, which is has more resist"
"2013-09-26 00:00:00","5,300m row","33:15.0","1995","","","5300","","","","3:08.2","52","480","","","57","Lwt","Indoor Rower","No",""
"2013-09-25 00:00:00","0m row","","0","","","0","","","","","","","","","57","Lwt","Indoor Rower","No","No gym | must find apt"
