"Date","Description","Work Time (Formatted)","Work Time (Seconds)","Rest Time (Formatted)","Rest Time (Seconds)","Work Distance","Rest Distance","Stroke Rate/Cadence","Stroke Count","Pace","Avg Watts","Cal/Hour","Avg Heart Rate","Drag Factor","Age","Weight","Type","Ranked","Comments"
"2015-04-01 00:00:00","2,000m row","15:05.0","905","","","2000","","","","3:46.2","30","404","","","59","Lwt","Indoor Rower","No","Right hand - fear"
"2015-03-31 00:00:00","1,000m row","8:15.0","495","","","1000","","","","4:07.5","23","379","","","59","Lwt","Indoor Rower","No","injury? wrists"
"2015-03-30 00:00:00","6,212m row","42:05.0","2525","","","6212","","","","3:23.2","42","443","","","59","Lwt","Indoor Rower","No",""
"2015-03-29 00:00:00","6,013m row","40:00.0","2400","","","6013","","","","3:19.5","44","451","","","59","Lwt","Indoor Rower","No",""
"2015-03-28 00:00:00","0m row","","0","","","0","","","","","","","","","59","Lwt","Indoor Rower","No","2nd NO ROW DAY (swim)"
"2015-03-27 00:00:00","0m row","","0","","","0","","","","","","","","","59","Lwt","Indoor Rower","No","NO ROW DAY (wts + elliptical only)"
"2015-03-26 00:00:00","7,051m row","49:02.0","2942","","","7051","","","","3:28.6","39","432","","","59","Lwt","Indoor Rower","No",""
"2015-03-25 00:00:00","7,614m row","50:21.0","3021","","","7614","","","","3:18.3","45","454","","","59","Lwt","Indoor Rower","No",""
"2015-03-24 00:00:00","7,527m row","48:13.0","2893","","","7527","","","","3:12.1","49","469","","","59","Lwt","Indoor Rower","No",""
"2015-03-23 00:00:00","0m row","","0","","","0","","","","","","","","","59","Lwt","Indoor Rower","No","REST DAY (swim)"
"2015-03-22 00:00:00","8,079m row","53:21.0","3201","","","8079","","","","3:18.1","45","455","","","59","Lwt","Indoor Rower","No",""
"2015-03-21 00:00:00","7,460m row","56:08.0","3368","","","7460","","","","3:45.7","30","405","","","59","Lwt","Indoor Rower","No",""
"2015-03-20 00:00:00","7,118m row","45:43.0","2743","","","7118","","","","3:12.6","49","468","","","59","Lwt","Indoor Rower","No",""
"2015-03-19 00:00:00","5,258m row","34:02.0","2042","","","5258","","","","3:14.1","48","464","","","59","Lwt","Indoor Rower","No",""
"2015-03-18 00:00:00","7,378m row","48:41.0","2921","","","7378","","","","3:17.9","45","455","","","59","Lwt","Indoor Rower","No",""
"2015-03-17 00:00:00","7,287m row","48:46.0","2926","","","7287","","","","3:20.7","43","449","","","59","Lwt","Indoor Rower","No",""
"2015-03-16 00:00:00","8,367m row","55:51.0","3351","","","8367","","","","3:20.2","44","450","","","59","Lwt","Indoor Rower","No",""
"2015-03-15 00:00:00","0m row","","0","","","0","","","","","","","","","59","Lwt","Indoor Rower","No","REST DAY"
"2015-03-14 00:00:00","5,079m row","36:21.0","2181","","","5079","","","","3:34.7","35","422","","","59","Lwt","Indoor Rower","No",""
"2015-03-13 00:00:00","7,513m row","49:30.0","2970","","","7513","","","","3:17.6","45","456","","","59","Lwt","Indoor Rower","No",""
"2015-03-12 00:00:00","7,024m row","50:31.0","3031","","","7024","","","","3:35.7","35","420","","","59","Lwt","Indoor Rower","No",""
"2015-03-11 00:00:00","8,123m row","56:07.0","3367","","","8123","","","","3:27.2","39","435","","","59","Lwt","Indoor Rower","No",""
"2015-03-10 00:00:00","7,747m row","51:08.0","3068","","","7747","","","","3:18.0","45","455","","","59","Lwt","Indoor Rower","No",""
"2015-03-09 00:00:00","0m row","","0","","","0","","","","","","","","","59","Lwt","Indoor Rower","No","REST DAY"
"2015-03-08 00:00:00","7,290m row","50:02.0","3002","","","7290","","","","3:25.9","40","438","","","59","Lwt","Indoor Rower","No",""
"2015-03-07 00:00:00","10,277m row","1:06:35.0","3995","","","10277","","","","3:14.3","48","464","","","59","Lwt","Indoor Rower","No",""
"2015-03-06 00:00:00","8,025m row","52:22.0","3142","","","8025","","","","3:15.7","47","460","","","59","Lwt","Indoor Rower","No",""
"2015-03-05 00:00:00","7,380m row","49:29.0","2969","","","7380","","","","3:21.1","43","448","","","59","Lwt","Indoor Rower","No",""
"2015-03-04 00:00:00","7,038m row","48:25.0","2905","","","7038","","","","3:26.3","40","437","","","59","Lwt","Indoor Rower","No",""
"2015-03-03 00:00:00","7,025m row","51:37.0","3097","","","7025","","","","3:40.4","33","412","","","59","Lwt","Indoor Rower","No",""
"2015-03-02 00:00:00","0m row","","0","","","0","","","","","","","","","59","Lwt","Indoor Rower","No","real REST DAY, tired"
"2015-03-01 00:00:00","660m row","5:00.0","300","","","660","","","","3:47.2","30","402","","","59","Lwt","Indoor Rower","No","""REST DAY"""
"2015-02-28 00:00:00","7,577m row","52:31.0","3151","","","7577","","","","3:27.9","39","434","","","59","Lwt","Indoor Rower","No",""
"2015-02-27 00:00:00","7,229m row","52:39.0","3159","","","7229","","","","3:38.4","34","415","","","59","Lwt","Indoor Rower","No",""
"2015-02-26 00:00:00","7,257m row","55:13.0","3313","","","7257","","","","3:48.2","29","401","","","59","Lwt","Indoor Rower","No",""
"2015-02-25 00:00:00","8,006m row","55:41.0","3341","","","8006","","","","3:28.6","39","432","","","59","Lwt","Indoor Rower","No",""
"2015-02-24 00:00:00","7,327m row","50:23.0","3023","","","7327","","","","3:26.2","40","437","","","59","Lwt","Indoor Rower","No",""
"2015-02-23 00:00:00","8,026m row","54:48.0","3288","","","8026","","","","3:24.8","41","440","","","59","Lwt","Indoor Rower","No",""
"2015-02-22 00:00:00","10,000m row","1:09:26.0","4166","","","10000","","","","3:28.3","39","433","","","59","Lwt","Indoor Rower","No",""
"2015-02-21 00:00:00","6,609m row","43:01.0","2581","","","6609","","","","3:15.2","47","462","","","59","Lwt","Indoor Rower","No",""
"2015-02-20 00:00:00","6,602m row","42:47.0","2567","","","6602","","","","3:14.4","48","464","","","59","Lwt","Indoor Rower","No",""
"2015-02-19 00:00:00","7,559m row","49:51.0","2991","","","7559","","","","3:17.8","45","455","","","59","Lwt","Indoor Rower","No",""
"2015-02-18 00:00:00","6,677m row","47:45.0","2865","","","6677","","","","3:34.5","35","422","","","59","Lwt","Indoor Rower","No",""
"2015-02-17 00:00:00","0m row","","0","","","0","","","","","","","","","59","Lwt","Indoor Rower","No","REST DAY"
"2015-02-16 00:00:00","6,200m row","38:29.0","2309","","","6200","","","","3:06.2","54","486","","","59","Lwt","Indoor Rower","No",""
"2015-02-15 00:00:00","2,796m row","20:00.0","1200","","","2796","","","","3:34.5","35","422","","","59","Lwt","Indoor Rower","No",""
"2015-02-14 00:00:00","7,273m row","46:40.0","2800","","","7273","","","","3:12.4","49","469","","","59","Lwt","Indoor Rower","No",""
"2015-02-13 00:00:00","6,464m row","43:27.0","2607","","","6464","","","","3:21.6","43","447","","","59","Lwt","Indoor Rower","No",""
"2015-02-12 00:00:00","3,103m row","20:00.0","1200","","","3103","","","","3:13.3","48","466","","","59","Lwt","Indoor Rower","No",""
"2015-02-11 00:00:00","6,394m row","41:45.0","2505","","","6394","","","","3:15.8","47","460","","","59","Lwt","Indoor Rower","No",""
"2015-02-10 00:00:00","0m row","","0","","","0","","","","","","","","","59","Lwt","Indoor Rower","No","REST DAY"
"2015-02-09 00:00:00","6,286m row","40:03.0","2403","","","6286","","","","3:11.1","50","472","","","59","Lwt","Indoor Rower","No",""
"2015-02-08 00:00:00","6,744m row","44:25.0","2665","","","6744","","","","3:17.5","45","456","","","59","Lwt","Indoor Rower","No",""
"2015-02-07 00:00:00","2,559m row","18:00.0","1080","","","2559","","","","3:31.0","37","428","","","59","Lwt","Indoor Rower","No",""
"2015-02-06 00:00:00","5,008m row","34:46.0","2086","","","5008","","","","3:28.2","39","433","","","59","Lwt","Indoor Rower","No",""
"2015-02-05 00:00:00","0m row","","0","","","0","","","","","","","","","59","Lwt","Indoor Rower","No","REST DAY"
"2015-02-04 00:00:00","4,389m row","30:00.0","1800","","","4389","","","","3:25.0","41","440","","","59","Lwt","Indoor Rower","No",""
"2015-02-03 00:00:00","4,453m row","30:00.0","1800","","","4453","","","","3:22.1","42","446","","","59","Lwt","Indoor Rower","No",""
"2015-02-02 00:00:00","5,914m row","41:00.0","2460","","","5914","","","","3:27.9","39","434","","","59","Lwt","Indoor Rower","No",""
"2015-02-01 00:00:00","5,975m row","39:22.0","2362","","","5975","","","","3:17.6","45","456","","","59","Lwt","Indoor Rower","No","5(5+1) with 1' sprints; shoulder again"
"2015-01-31 00:00:00","5,342m row","33:17.5","1997.5","","","5342","","","","3:06.9","54","484","","","59","Lwt","Indoor Rower","No","1' sprints, followed by SS - experiment is good"
"2015-01-30 00:00:00","0m row","","0","","","0","","","","","","","","","59","Lwt","Indoor Rower","No","REST"
"2015-01-29 00:00:00","5,120m row","33:14.5","1994.5","","","5120","","","","3:14.7","47","463","","","59","Lwt","Indoor Rower","No",""
"2015-01-28 00:00:00","4,417m row","30:44.6","1844.6","","","4417","","","","3:28.8","38","432","","","59","Lwt","Indoor Rower","No",""
"2015-01-27 00:00:00","1,281m row","10:00.0","600","","","1281","","","","3:54.1","27","394","","","59","Lwt","Indoor Rower","No",""
"2015-01-26 00:00:00","1,463m row","10:00.0","600","","","1463","","","","3:25.0","41","440","","","59","Lwt","Indoor Rower","No",""
"2015-01-25 00:00:00","4,002m row","28:00.0","1680","","","4002","","","","3:29.9","38","430","","","59","Lwt","Indoor Rower","No",""
"2015-01-24 00:00:00","3,443m row","25:00.0","1500","","","3443","","","","3:37.8","34","416","","","59","Lwt","Indoor Rower","No",""
"2015-01-23 00:00:00","3,527m row","25:00.0","1500","","","3527","","","","3:32.6","36","425","","","59","Lwt","Indoor Rower","No",""
"2015-01-22 00:00:00","0m row","","0","","","0","","","","","","","","","59","Lwt","Indoor Rower","No","REST"
"2015-01-21 00:00:00","2,165m row","15:00.0","900","","","2165","","","","3:27.8","39","434","","","59","Lwt","Indoor Rower","No",""
"2015-01-20 00:00:00","0m row","","0","","","0","","","","","","","","","59","Lwt","Indoor Rower","No","REST"
"2015-01-19 00:00:00","1,420m row","10:00.0","600","","","1420","","","","3:31.2","37","428","","","59","Lwt","Indoor Rower","No",""
"2015-01-18 00:00:00","5,483m row","33:51.0","2031","","","5483","","","","3:05.2","55","489","","","59","Lwt","Indoor Rower","No","Shoulder - ALL of Jan"
"2015-01-17 00:00:00","5,307m row","33:00.0","1980","","","5307","","","","3:06.5","54","485","","","59","Lwt","Indoor Rower","No",""
"2015-01-16 00:00:00","4,224m row","27:00.0","1620","","","4224","","","","3:11.7","50","471","","","59","Lwt","Indoor Rower","No",""
"2015-01-15 00:00:00","0m row","","0","","","0","","","","","","","","","59","Lwt","Indoor Rower","No","UNLV gym closed for day"
"2015-01-14 00:00:00","3,920m row","25:00.0","1500","","","3920","","","","3:11.3","50","472","","","59","Lwt","Indoor Rower","No",""
"2015-01-13 00:00:00","2,960m row","20:00.0","1200","","","2960","","","","3:22.7","42","444","","","59","Lwt","Indoor Rower","No",""
"2015-01-12 00:00:00","2,983m row","20:00.0","1200","","","2983","","","","3:21.1","43","448","","","59","Lwt","Indoor Rower","No",""
"2015-01-11 00:00:00","0m row","","0","","","0","","","","","","","","","59","Lwt","Indoor Rower","No",""
"2015-01-10 00:00:00","1,205m row","10:00.0","600","","","1205","","","","4:08.9","23","378","","","59","Lwt","Indoor Rower","No",""
"2015-01-09 00:00:00","6,000m row","38:02.8","2282.8","","","6000","","","","3:10.2","51","475","","","59","Lwt","Indoor Rower","No",""
"2015-01-08 00:00:00","5,324m row","34:37.0","2077","","","5324","","","","3:15.0","47","462","","","59","Lwt","Indoor Rower","No",""
"2015-01-07 00:00:00","4,298m row","30:00.0","1800","","","4298","","","","3:29.4","38","431","","","59","Lwt","Indoor Rower","No",""
"2015-01-06 00:00:00","3,400m row","25:00.0","1500","","","3400","","","","3:40.5","33","412","","","59","Lwt","Indoor Rower","No",""
"2015-01-05 00:00:00","4,291m row","30:00.0","1800","","","4291","","","","3:29.7","38","430","","","59","Lwt","Indoor Rower","No","UNLV gym opens"
"2015-01-04 00:00:00","0m row","","0","","","0","","","","","","","","","59","Lwt","Indoor Rower","No",""
"2015-01-03 00:00:00","0m row","","0","","","0","","","","","","","","","59","Lwt","Indoor Rower","No",""
"2015-01-02 00:00:00","0m row","","0","","","0","","","","","","","","","59","Lwt","Indoor Rower","No",""
"2015-01-01 00:00:00","0m row","","0","","","0","","","","","","","","","59","Lwt","Indoor Rower","No",""
"2014-12-31 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-12-30 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-12-29 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-12-28 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-12-27 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-12-26 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-12-25 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","UNLV closed 12/5 - 1/4"
"2014-12-24 00:00:00","6,200m row","38:48.0","2328","","","6200","","","","3:07.7","53","482","","","58","Lwt","Indoor Rower","No",""
"2014-12-23 00:00:00","6,000m row","36:55.2","2215.2","","","6000","","","","3:04.6","56","491","","","58","Lwt","Indoor Rower","No",""
"2014-12-22 00:00:00","4,868m row","30:00.0","1800","","","4868","","","","3:04.8","55","490","","","58","Lwt","Indoor Rower","No",""
"2014-12-21 00:00:00","5,065m row","32:29.0","1949","","","5065","","","","3:12.4","49","469","","","58","Lwt","Indoor Rower","No",""
"2014-12-20 00:00:00","2,176m row","15:00.0","900","","","2176","","","","3:26.8","40","436","","","58","Lwt","Indoor Rower","No",""
"2014-12-19 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No",""
"2014-12-18 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","CEASE EXER - Trapezius muscle?"
"2014-12-17 00:00:00","1,327m row","10:00.0","600","","","1327","","","","3:46.0","30","404","","","58","Lwt","Indoor Rower","No",""
"2014-12-16 00:00:00","1,326m row","10:00.0","600","","","1326","","","","3:46.2","30","404","","","58","Lwt","Indoor Rower","No",""
"2014-12-15 00:00:00","1,326m row","10:00.0","600","","","1326","","","","3:46.2","30","404","","","58","Lwt","Indoor Rower","No","Shoulder - what to do??"
"2014-12-14 00:00:00","1,412m row","10:00.0","600","","","1412","","","","3:32.4","36","425","","","58","Lwt","Indoor Rower","No",""
"2014-12-13 00:00:00","1,404m row","10:00.0","600","","","1404","","","","3:33.6","36","423","","","58","Lwt","Indoor Rower","No",""
"2014-12-12 00:00:00","1,360m row","10:00.0","600","","","1360","","","","3:40.5","33","412","","","58","Lwt","Indoor Rower","No",""
"2014-12-11 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","REST DAY (rest shoulder)"
"2014-12-10 00:00:00","7,000m row","44:15.0","2655","","","7000","","","","3:09.6","51","476","","","58","Lwt","Indoor Rower","No",""
"2014-12-09 00:00:00","4,724m row","31:00.0","1860","","","4724","","","","3:16.8","46","458","","","58","Lwt","Indoor Rower","No",""
"2014-12-08 00:00:00","1,459m row","10:00.0","600","","","1459","","","","3:25.6","40","438","","","58","Lwt","Indoor Rower","No","SHOULDER - careful"
"2014-12-07 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","REST DAY (req'd) SHOULDER - careful"
"2014-12-06 00:00:00","4,040m row","26:00.0","1560","","","4040","","","","3:13.0","49","467","","","58","Lwt","Indoor Rower","No",""
"2014-12-05 00:00:00","7,200m row","44:55.7","2695.7","","","7200","","","","3:07.2","53","483","","","58","Lwt","Indoor Rower","No",""
"2014-12-04 00:00:00","8,585m row","54:10.2","3250.2","","","8585","","","","3:09.3","52","477","","","58","Lwt","Indoor Rower","No","Low spm: 15; 54W; but hurt shoulder"
"2014-12-03 00:00:00","6,698m row","39:08.0","2348","","","6698","","","","2:55.2","65","523","","","58","Lwt","Indoor Rower","No",""
"2014-12-02 00:00:00","7,011m row","42:21.0","2541","","","7011","","","","3:01.2","59","502","","","58","Lwt","Indoor Rower","No",""
"2014-12-01 00:00:00","1,530m row","10:00.0","600","","","1530","","","","3:16.0","46","460","","","58","Lwt","Indoor Rower","No",""
"2014-11-30 00:00:00","8,222m row","50:32.0","3032","","","8222","","","","3:04.3","56","492","","","58","Lwt","Indoor Rower","No",""
"2014-11-29 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","UNLV gym closed"
"2014-11-28 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","UNLV gym closed"
"2014-11-27 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","UNLV gym closed"
"2014-11-26 00:00:00","1,477m row","10:00.0","600","","","1477","","","","3:23.1","42","444","","","58","Lwt","Indoor Rower","No",""
"2014-11-25 00:00:00","6,300m row","40:11.0","2411","","","6300","","","","3:11.3","50","472","","","58","Lwt","Indoor Rower","No",""
"2014-11-24 00:00:00","6,300m row","40:59.0","2459","","","6300","","","","3:15.1","47","462","","","58","Lwt","Indoor Rower","No","UNLV - Day #1"
"2014-11-23 00:00:00","2,408m row","15:03.0","903","","","2408","","","","3:07.5","53","482","","","58","Lwt","Indoor Rower","No","UO-EUGENE - last day"
"2014-11-22 00:00:00","6,200m row","40:13.0","2413","","","6200","","","","3:14.6","47","463","","","58","Lwt","Indoor Rower","No",""
"2014-11-21 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","lazy/stalling/sleep"
"2014-11-20 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","PDX, DDS + U/S"
"2014-11-19 00:00:00","6,625m row","40:02.3","2402.3","","","6625","","","","3:01.3","59","502","","","58","Lwt","Indoor Rower","No",""
"2014-11-18 00:00:00","6,530m row","38:11.0","2291","","","6530","","","","2:55.4","65","523","","","58","Lwt","Indoor Rower","No",""
"2014-11-17 00:00:00","6,213m row","39:56.0","2396","","","6213","","","","3:12.8","49","468","","","58","Lwt","Indoor Rower","No",""
"2014-11-16 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","REST DAY (body says)"
"2014-11-15 00:00:00","6,500m row","39:56.0","2396","","","6500","","","","3:04.3","56","492","","","58","Lwt","Indoor Rower","No",""
"2014-11-14 00:00:00","7,000m row","44:29.0","2669","","","7000","","","","3:10.6","51","474","","","58","Lwt","Indoor Rower","No",""
"2014-11-13 00:00:00","2,000m row","13:08.0","788","","","2000","","","","3:17.0","46","457","","","58","Lwt","Indoor Rower","No",""
"2014-11-12 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","PDX, Urine #"
"2014-11-11 00:00:00","6,370m row","40:10.4","2410.4","","","6370","","","","3:09.2","52","478","","","58","Lwt","Indoor Rower","No","Sick Day #4"
"2014-11-10 00:00:00","6,200m row","40:55.0","2455","","","6200","","","","3:17.9","45","455","","","58","Lwt","Indoor Rower","No","Sick Day #3"
"2014-11-09 00:00:00","3,010m row","20:00.0","1200","","","3010","","","","3:19.3","44","452","","","58","Lwt","Indoor Rower","No","Sick Day #2"
"2014-11-08 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","Sick Day #1"
"2014-11-07 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","REST DAY (req'd)"
"2014-11-06 00:00:00","3,000m row","20:00.0","1200","","","3000","","","","3:20.0","44","450","","","58","Lwt","Indoor Rower","No",""
"2014-11-05 00:00:00","6,500m row","42:00.0","2520","","","6500","","","","3:13.8","48","465","","","58","Lwt","Indoor Rower","No",""
"2014-11-04 00:00:00","1,590m row","10:00.0","600","","","1590","","","","3:08.6","52","479","","","58","Lwt","Indoor Rower","No",""
"2014-11-03 00:00:00","7,312m row","44:37.8","2677.8","","","7312","","","","3:03.1","57","496","","","58","Lwt","Indoor Rower","No",""
"2014-11-02 00:00:00","8,271m row","50:38.0","3038","","","8271","","","","3:03.6","57","494","","","58","Lwt","Indoor Rower","No",""
"2014-11-01 00:00:00","6,300m row","38:54.0","2334","","","6300","","","","3:05.2","55","489","","","58","Lwt","Indoor Rower","No",""
"2014-10-31 00:00:00","6,200m row","40:58.0","2458","","","6200","","","","3:18.2","45","454","","","58","Lwt","Indoor Rower","No",""
"2014-10-30 00:00:00","6,900m row","45:26.6","2726.6","","","6900","","","","3:17.5","45","456","","","58","Lwt","Indoor Rower","No",""
"2014-10-29 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","REST DAY (req'd)"
"2014-10-28 00:00:00","6,500m row","40:41.0","2441","","","6500","","","","3:07.7","53","482","","","58","Lwt","Indoor Rower","No",""
"2014-10-27 00:00:00","6,200m row","39:37.6","2377.6","","","6200","","","","3:11.7","50","471","","","58","Lwt","Indoor Rower","No",""
"2014-10-26 00:00:00","7,138m row","44:57.3","2697.3","","","7138","","","","3:08.9","52","478","","","58","Lwt","Indoor Rower","No",""
"2014-10-25 00:00:00","2,000m row","13:03.0","783","","","2000","","","","3:15.7","47","460","","","58","Lwt","Indoor Rower","No",""
"2014-10-24 00:00:00","6,200m row","41:46.9","2506.9","","","6200","","","","3:22.1","42","446","","","58","Lwt","Indoor Rower","No",""
"2014-10-23 00:00:00","7,000m row","46:25.0","2785","","","7000","","","","3:18.9","44","453","","","58","Lwt","Indoor Rower","No",""
"2014-10-22 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","REST DAY (req'd or excuse?)"
"2014-10-21 00:00:00","6,600m row","41:47.3","2507.3","","","6600","","","","3:09.9","51","476","","","58","Lwt","Indoor Rower","No",""
"2014-10-20 00:00:00","6,360m row","40:51.0","2451","","","6360","","","","3:12.6","49","468","","","58","Lwt","Indoor Rower","No",""
"2014-10-19 00:00:00","6,200m row","40:02.0","2402","","","6200","","","","3:13.7","48","465","","","58","Lwt","Indoor Rower","No",""
"2014-10-18 00:00:00","6,000m row","45:18.0","2718","","","6000","","","","3:46.5","30","404","","","58","Lwt","Indoor Rower","No",""
"2014-10-17 00:00:00","4,065m row","30:00.0","1800","","","4065","","","","3:41.4","32","411","","","58","Lwt","Indoor Rower","No",""
"2014-10-16 00:00:00","2,000m row","13:35.0","815","","","2000","","","","3:23.7","41","442","","","58","Lwt","Indoor Rower","No",""
"2014-10-15 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","REST DAY"
"2014-10-14 00:00:00","2,710m row","20:00.0","1200","","","2710","","","","3:41.4","32","411","","","58","Lwt","Indoor Rower","No",""
"2014-10-13 00:00:00","6,200m row","41:42.0","2502","","","6200","","","","3:21.7","43","446","","","58","Lwt","Indoor Rower","No",""
"2014-10-12 00:00:00","4,954m row","32:30.0","1950","","","4954","","","","3:16.8","46","458","","","58","Lwt","Indoor Rower","No",""
"2014-10-11 00:00:00","7,038m row","45:11.9","2711.9","","","7038","","","","3:12.6","49","468","","","58","Lwt","Indoor Rower","No",""
"2014-10-10 00:00:00","6,169m row","42:32.0","2552","","","6169","","","","3:26.8","40","436","","","58","Lwt","Indoor Rower","No",""
"2014-10-09 00:00:00","6,600m row","41:45.0","2505","","","6600","","","","3:09.7","51","476","","","58","Lwt","Indoor Rower","No",""
"2014-10-08 00:00:00","0m row","","0","","","0","","","","","","","","","58","Lwt","Indoor Rower","No","REST DAY"
