"Meters","Total Time","Pace","Date","Age","Class","Type","Comments",
"6100","42:00.0","3:26.5","2013-08-13","57","L","standard","",
"6000","40:00.0","3:20.0","2013-08-15","57","L","standard","",
"6200","40:00.0","3:13.5","2013-08-16","57","L","standard","",
"7400","48:30.0","3:16.6","2013-08-18","57","L","standard","",
"7000","45:00.0","3:12.8","2013-08-22","57","L","standard","",
"0","00:00.0","","2013-08-24","57","L","standard","",
"0","00:00.0","","2013-08-30","57","L","standard","",
"0","00:00.0","","2013-08-31","57","L","standard","",
"0","00:00.0","","2013-09-09","57","L","standard","",
"6200","40:00.0","3:13.5","2013-09-10","57","L","standard","UNLV - Day #1",
"0","00:00.0","","2013-09-08","57","L","standard","",
"7900","52:15.0","3:18.4","2013-08-29","57","L","standard","BKK - Last Day",
"6300","42:00.0","3:20.0","2013-08-28","57","L","standard","",
"7700","48:15.0","3:07.9","2013-08-27","57","L","standard","",
"2000","14:33.0","3:38.2","2013-08-26","57","L","standard","",
"10000","1:05:00.0","3:15.0","2013-08-25","57","L","standard","",
"1271","10:00.0","3:56.0","2013-08-23","57","L","standard","",
"2256","15:00.0","3:19.4","2013-08-21","57","L","standard","",
"7700","49:30.0","3:12.8","2013-08-20","57","L","standard","",
"7400","48:00.0","3:14.5","2013-08-19","57","L","standard","",
"7000","45:00.0","3:12.8","2013-08-17","57","L","standard","",
"5500","37:00.0","3:21.8","2013-08-14","57","L","standard","",
"0","00:00.0","","2013-09-01","57","L","standard","",
"0","00:00.0","","2013-09-07","57","L","standard","",
"0","00:00.0","","2013-09-06","57","L","standard","",
"0","00:00.0","","2013-09-05","57","L","standard","",
"0","00:00.0","","2013-09-04","57","L","standard","",
"0","00:00.0","","2013-09-03","57","L","standard","",
"0","00:00.0","","2013-09-02","57","L","standard","",
"0","00:00.0","","2013-09-15","57","L","standard","",
"8700","53:00.0","3:02.7","2013-09-16","57","L","standard","",
"2000","14:15.0","3:33.7","2013-09-17","57","L","standard","",
"5300","35:00.0","3:18.1","2013-09-18","57","L","standard","",
"5700","40:00.0","3:30.5","2013-09-19","57","L","standard","",
"6100","40:00.0","3:16.7","2013-09-14","57","L","standard","",
"6600","42:00.0","3:10.9","2013-09-13","57","L","standard","",
"0","00:00.0","","2013-09-12","57","L","standard","no time today",
"6600","43:00.0","3:15.4","2013-09-11","57","L","standard","",
"0","00:00.0","","2013-09-29","57","L","standard","REST day, drained",
"5700","40:00.0","3:30.5","2013-09-30","57","L","standard","something wrong",
"0","00:00.0","","2013-10-01","57","L","standard","Sick #1",
"1570","10:00.0","3:11.0","2013-09-28","57","L","standard","",
"9200","55:45.0","3:01.7","2013-09-27","57","L","standard","mood lifts | find apt | possible progress - work - (nope, actually) | or b/c fixed Left rower, which is has more resist",
"5300","33:15.0","3:08.2","2013-09-26","57","L","standard","",
"0","00:00.0","","2013-09-25","57","L","standard","No gym | must find apt",
"5900","38:45.0","3:17.0","2013-09-24","57","L","standard","",
"7400","47:45.0","3:13.5","2013-09-23","57","L","standard","",
"4535","29:00.0","3:11.8","2013-09-22","57","L","standard","",
"0","00:00.0","","2013-09-21","57","L","standard","No Exer | Tired",
"4600","30:00.0","3:15.6","2013-09-20","57","L","standard","",
"2800","17:15.0","3:04.8","2013-10-16","57","L","standard","",
"7400","49:00.0","3:18.6","2013-10-15","57","L","standard","",
"0","00:00.0","","2013-10-14","57","L","standard","",
"4300","29:00.0","3:22.3","2013-10-13","57","L","standard","",
"7400","47:30.0","3:12.5","2013-10-12","57","L","standard","",
"4100","27:00.0","3:17.5","2013-10-11","57","L","standard","",
"5800","37:00.0","3:11.3","2013-10-10","57","L","standard","",
"2300","14:30.0","3:09.1","2013-10-09","57","L","standard","",
"6700","43:30.0","3:14.7","2013-10-08","57","L","standard","",
"10500","1:07:00.0","3:11.4","2013-10-07","57","L","standard","",
"4700","30:00.0","3:11.4","2013-10-06","57","L","standard","",
"6200","40:00.0","3:13.5","2013-10-05","57","L","standard","Sick #5 (still feel it)",
"3200","21:00.0","3:16.8","2013-10-04","57","L","standard","Sick #4",
"0","00:00.0","","2013-10-03","57","L","standard","Sick #3",
"0","00:00.0","","2013-10-02","57","L","standard","Sick #2",
"4500","30:00.0","3:20.0","2013-10-17","57","L","standard","",
"717","5:00.0","3:29.2","2013-10-18","57","L","standard","",
"10200","1:04:45.0","3:10.4","2013-10-19","57","L","standard","",
"6000","38:02.0","3:10.1","2013-11-02","57","L","standard","",
"0","00:00.0","","2013-10-30","57","L","standard","REST DAY",
"2000","13:09.3","3:17.3","2013-10-29","57","L","standard","",
"6500","41:45.0","3:12.6","2013-10-28","57","L","standard","",
"2000","13:06.0","3:16.5","2013-10-27","57","L","standard","",
"6300","39:00.0","3:05.7","2013-10-26","57","L","standard","",
"8300","51:30.0","3:06.1","2013-10-25","57","L","standard","",
"4400","28:15.0","3:12.6","2013-10-24","57","L","standard","",
"6200","41:45.0","3:22.0","2013-10-23","57","L","standard","",
"6300","41:00.0","3:15.2","2013-10-22","57","L","standard","",
"760","5:00.0","3:17.3","2013-10-21","57","L","standard","",
"4000","26:45.0","3:20.6","2013-10-20","57","L","standard","",
"0","00:00.0","","2013-10-31","57","L","standard","didn't get to gym",
"1500","10:00.0","3:20.0","2013-11-01","57","L","standard","",
"0","00:00.0","","2013-11-11","57","L","standard","",
"6700","42:30.0","3:10.2","2013-11-16","57","L","standard","PDX - 24-hr fitness - Hollywood - $10 as guest",
"0","00:00.0","","2013-11-14","57","L","standard","",
"0","00:00.0","","2013-11-13","57","L","standard","",
"0","00:00.0","","2013-11-12","57","L","standard","",
"0","00:00.0","","2013-11-17","57","L","standard","",
"0","00:00.0","","2013-11-10","57","L","standard","",
"0","00:00.0","","2013-11-09","57","L","standard","PDX Day #1",
"4400","27:00.0","3:04.0","2013-11-08","57","L","standard","",
"8500","51:45.0","3:02.6","2013-11-07","57","L","standard","",
"6000","37:59.6","3:09.9","2013-11-06","57","L","standard","",
"2900","19:00.0","3:16.5","2013-11-05","57","L","standard","",
"6300","37:30.0","2:58.5","2013-11-04","57","L","standard","",
"5000","32:20.0","3:14.0","2013-11-03","57","L","standard","",
"0","00:00.0","","2013-11-15","57","L","standard","",
"0","00:00.0","","2013-11-26","57","L","standard","bad mood, just tired?,  1 hour on elliptical (TV)",
"6800","45:45.0","3:21.8","2013-11-27","57","L","standard","",
"0","00:00.0","","2013-11-29","57","L","standard","gym closed

",
"0","00:00.0","","2013-11-30","57","L","standard","gym closed",
"0","00:00.0","","2013-11-28","57","L","standard","gym closed
",
"3500","22:30.0","3:12.8","2013-11-24","57","L","standard","",
"2959","20:00.0","3:22.7","2013-11-25","57","L","standard","",
"6500","40:00.0","3:04.6","2013-11-23","57","L","standard","",
"7200","45:00.0","3:07.5","2013-11-22","57","L","standard","",
"3200","20:00.0","3:07.5","2013-11-21","57","L","standard","",
"4589","30:00.0","3:16.1","2013-11-20","57","L","standard","UNLV Day#1",
"0","00:00.0","","2013-11-19","57","L","standard","",
"0","00:00.0","","2013-11-18","57","L","standard","",
"10000","1:05:00.0","3:15.0","2013-12-01","57","L","standard","",
"7700","50:00.0","3:14.8","2013-12-02","57","L","standard","",
"7400","48:25.0","3:16.2","2013-12-03","57","L","standard","",
"0","00:00.0","","2013-12-04","57","L","standard","FL",
"0","00:00.0","","2013-12-05","57","L","standard","FL",
"0","00:00.0","","2013-12-06","57","L","standard","FL",
"5700","38:00.0","3:20.0","2014-02-08","58","L","standard","Day #1 @LA Fitness - Pearl",
"0","00:00.0","","2013-12-07","57","L","standard","",
"0","00:00.0","","2013-12-08","57","L","standard","",
"0","00:00.0","","2013-12-09","57","L","standard","",
"4610","32:00.0","3:28.2","2013-12-13","57","L","standard","easy - first day after FL and Dr. Liu tells me WBC, RBC and abdominal hernia",
"0","00:00.0","","2014-02-09","58","L","standard","",
"7000","44:45.0","3:11.7","2014-02-10","58","L","standard","",
"7700","47:00.0","3:03.1","2014-02-14","58","L","standard","",
"0","00:00.0","","2014-02-13","58","L","standard","",
"4600","33:00.0","3:35.2","2014-01-01","58","L","standard","Day #3 - Guest Pass at LA Fitnes, Pearl",
"4600","32:00.0","3:28.6","2013-12-31","57","L","standard","Day #2",
"4177","30:00.0","3:35.4","2013-12-30","57","L","standard","PdX - Day #1 - Guest pass at LA Fitness, Pearl",
"0","00:00.0","","2014-02-11","58","L","standard","",
"7220","45:30.0","3:09.0","2014-02-12","58","L","standard","",
"0","00:00.0","","2013-12-12","57","L","standard","",
"0","00:00.0","","2013-12-10","57","L","standard","",
"0","00:00.0","","2013-12-11","57","L","standard","",
"0","00:00.0","","2013-12-16","57","L","standard","no rower (gym cleaning)",
"0","00:00.0","","2013-12-17","57","L","standard","UNLV Last Day, but no rower (gym cleaning)",
"0","00:00.0","","2013-12-18","57","L","standard","move to Portland; also new row notebook",
"0","00:00.0","","2013-12-29","57","L","standard","",
"0","00:00.0","","2013-12-28","57","L","standard","",
"0","00:00.0","","2013-12-27","57","L","standard","",
"0","00:00.0","","2013-12-26","57","L","standard","",
"0","00:00.0","","2013-12-25","57","L","standard","",
"0","00:00.0","","2013-12-24","57","L","standard","",
"0","00:00.0","","2013-12-23","57","L","standard","",
"0","00:00.0","","2013-12-22","57","L","standard","",
"0","00:00.0","","2013-12-21","57","L","standard","",
"0","00:00.0","","2013-12-20","57","L","standard","",
"0","00:00.0","","2013-12-19","57","L","standard","",
"4487","32:00.0","3:33.9","2013-12-15","57","L","standard","",
"4800","35:00.0","3:38.7","2013-12-14","57","L","standard","Light - afraid to breathe b/c of medical issues",
"2600","23:00.0","4:25.3","2014-01-20","58","L","standard","",
"0","00:00.0","","2014-01-09","58","L","standard","",
"0","00:00.0","","2014-01-08","58","L","standard","",
"0","00:00.0","","2014-01-07","58","L","standard","",
"0","00:00.0","","2014-01-06","58","L","standard","",
"0","00:00.0","","2014-01-05","58","L","standard","",
"0","00:00.0","","2014-01-04","58","L","standard","",
"0","00:00.0","","2014-01-03","58","L","standard","",
"0","00:00.0","","2014-01-02","58","L","standard","",
"0","00:00.0","","2014-01-19","58","L","standard","",
"2000","20:00.0","5:00.0","2014-01-18","58","L","standard","",
"0","00:00.0","","2014-01-17","58","L","standard","",
"1400","15:00.0","5:21.4","2014-01-16","58","L","standard","",
"0","00:00.0","","2014-01-15","58","L","standard","",
"3000","28:00.0","4:40.0","2014-01-14","58","L","standard","",
"0","00:00.0","","2014-01-13","58","L","standard","",
"0","00:00.0","","2014-01-12","58","L","standard","",
"2200","20:00.0","4:32.7","2014-01-11","58","L","standard","Day #1 (free) | LA Fitness (Lloyd)| not concept2",
"0","00:00.0","","2014-01-10","58","L","standard","",
"0","00:00.0","","2014-02-01","58","L","standard","",
"2800","24:00.0","4:17.1","2014-01-31","58","L","standard","",
"0","00:00.0","","2014-01-30","58","L","standard","",
"4500","36:15.0","4:01.6","2014-01-29","58","L","standard","",
"0","00:00.0","","2014-01-28","58","L","standard","",
"0","00:00.0","","2014-01-27","58","L","standard","",
"4170","35:00.0","4:11.7","2014-01-26","58","L","standard","",
"0","00:00.0","","2014-01-24","58","L","standard","",
"0","00:00.0","","2014-01-23","58","L","standard","",
"3200","35:00.0","5:28.1","2014-01-22","58","L","standard","",
"0","00:00.0","","2014-01-21","58","L","standard","",
"0","00:00.0","","2014-01-25","58","L","standard","",
"4600","35:00.0","3:48.2","2014-02-06","58","L","standard","Last Day - at Pearl|LA Fitness - hoooray",
"0","00:00.0","","2014-02-05","58","L","standard","",
"4700","36:00.0","3:49.7","2014-02-04","58","L","standard","",
"0","00:00.0","","2014-02-03","58","L","standard","",
"4500","35:00.0","3:53.3","2014-02-02","58","L","standard","",
"0","00:00.0","","2014-02-07","58","L","standard","",
"0","00:00.0","","2014-02-15","58","L","standard","",
"4900","32:00.0","3:15.9","2014-02-17","58","L","standard","",
"4533","30:00.0","3:18.5","2014-02-18","58","L","standard","",
"0","00:00.0","","2014-02-20","58","L","standard","",
"5069","30:45.0","3:01.9","2014-02-19","58","L","standard","",
"9100","56:15.0","3:05.4","2014-02-16","58","L","standard","",
"6200","40:45.0","3:17.1","2014-02-21","58","L","standard","",
"1785","11:08.0","3:07.1","2014-02-22","58","L","standard","gym closing",
"6300","40:00.0","3:10.4","2014-02-23","58","L","standard","",
"0","00:00.0","","2014-02-24","58","L","standard","",
"0","00:00.0","","2014-02-25","58","L","standard","urine #3",
"0","00:00.0","","2014-02-26","58","L","standard","",
"6500","45:00.0","3:27.6","2014-02-27","58","L","standard","",
"6500","40:30.0","3:06.9","2014-02-28","58","L","standard","Last Day at LA Fitness, Pearl",
"0","00:00.0","","2014-03-01","58","L","standard","Travel to EUGene",
"0","00:00.0","","2014-03-02","58","L","standard","Travel; arrive LAS",
"6500","42:15.0","3:15.0","2014-03-03","58","L","standard","Day #1, UNLV (Tired and sick)",
"6600","40:15.0","3:02.9","2014-03-05","58","L","standard","",
"6200","40:00.0","3:13.5","2014-03-06","58","L","standard","",
"4460","30:00.0","3:21.7","2014-03-07","58","L","standard","",
"0","00:00.0","","2014-03-08","58","L","standard","tired; no exercise
",
"7100","44:00.0","3:05.9","2014-03-09","58","L","standard","",
"6400","40:00.0","3:07.5","2014-03-10","58","L","standard","",
"5400","32:30.0","3:00.5","2014-03-11","58","L","standard","",
"3200","20:00.0","3:07.5","2014-03-04","58","L","standard","sick",
"10000","1:02:30.0","3:07.5","2014-03-13","58","L","standard","",
"5500","35:00.0","3:10.9","2014-03-14","58","L","standard","",
"5500","33:00.0","3:00.0","2014-03-15","58","L","standard","",
"6800","43:45.0","3:13.0","2014-03-16","58","L","standard","",
"6600","41:45.0","3:09.7","2014-03-17","58","L","standard","",
"0","00:00.0","","2014-03-12","58","L","standard","REST day; forced; 1 day per week",
"6300","40:00.0","3:10.4","2014-03-18","58","L","standard","",
"0","00:00.0","","2014-03-19","58","L","standard","Go To ER (kidney)",
"0","00:00.0","","2014-03-20","58","L","standard","surgery; stents",
"0","00:00.0","","2014-03-21","58","L","standard","discharged; at UNLV gym; but elliptical only",
"1000","6:58.0","3:29.0","2014-03-22","58","L","standard","light!",
"2000","13:03.0","3:15.7","2014-03-23","58","L","standard","",
"3200","20:00.0","3:07.5","2014-03-24","58","L","standard","",
"4792","30:00.0","3:07.8","2014-03-25","58","L","standard","30' - too much; blood later",
"3290","20:00.0","3:02.3","2014-03-26","58","L","standard","",
"1481","10:00.0","3:22.5","2014-03-27","58","L","standard","Cozzar - Day #1 (stop Diovan) - mood out-of-it",
"2961","20:00.0","3:22.6","2014-03-28","58","L","standard","Cozzar - Day #2 - still out-of-it, but exercise helps",
"0","00:00.0","","2014-04-15","58","L","standard","",
"0","00:00.0","","2014-04-14","58","L","standard","",
"0","00:00.0","","2014-04-13","58","L","standard","",
"2800","18:40.0","3:20.0","2014-04-18","58","L","standard","UO - Day #1",
"0","00:00.0","","2014-04-12","58","L","standard","",
"0","00:00.0","","2014-04-11","58","L","standard","",
"0","00:00.0","","2014-04-10","58","L","standard","",
"0","00:00.0","","2014-04-09","58","L","standard","",
"0","00:00.0","","2014-04-08","58","L","standard","",
"0","00:00.0","","2014-04-07","58","L","standard","",
"0","00:00.0","","2014-04-06","58","L","standard","",
"0","00:00.0","","2014-04-05","58","L","standard","",
"0","00:00.0","","2014-04-17","58","L","standard","",
"0","00:00.0","","2014-04-04","58","L","standard","",
"0","00:00.0","","2014-04-03","58","L","standard","",
"0","00:00.0","","2014-04-02","58","L","standard","Travel to PDX",
"1425","10:00.0","3:30.5","2014-04-01","58","L","standard","UNLV - Last Day",
"1428","10:00.0","3:30.0","2014-03-29","58","L","standard","",
"1455","10:00.0","3:26.1","2014-03-30","58","L","standard","",
"1425","10:00.0","3:30.5","2014-03-31","58","L","standard","",
"0","00:00.0","","2014-04-16","58","L","standard","",
"0","00:00.0","","2014-04-19","58","L","standard","",
"4600","29:15.0","3:10.7","2014-04-20","58","L","standard","UO - Day #2 - slight blood in urine (too much exercise)
",
"0","00:00.0","","2014-04-21","58","L","standard","",
"2285","15:00.0","3:16.9","2014-04-22","58","L","standard","",
"2400","16:00.0","3:20.0","2014-04-25","58","L","standard","",
"1500","10:00.0","3:20.0","2014-04-23","58","L","standard","",
"0","00:00.0","","2014-04-24","58","L","standard","",
"0","00:00.0","","2014-04-30","58","L","standard","",
"2276","15:00.0","3:17.7","2014-04-29","58","L","standard","",
"0","00:00.0","","2014-04-28","58","L","standard","",
"0","00:00.0","","2014-04-27","58","L","standard","",
"0","00:00.0","","2014-04-26","58","L","standard","",
