"Date","Description","Work Time (Formatted)","Work Time (Seconds)","Rest Time (Formatted)","Rest Time (Seconds)","Work Distance","Rest Distance","Stroke Rate/Cadence","Stroke Count","Pace","Avg Watts","Cal/Hour","Avg Heart Rate","Drag Factor","Age","Weight","Type","Ranked","Comments"
"2012-08-14 00:00:00","7,000m row","39:00.9","2340.9","","","7000","","","","2:47.2","75","557","","","56","Lwt","Indoor Rower","No","24 s/m. @2.47, 557 cal/hr, drag 128, machine #3"
"2012-08-13 00:00:00","0m row","","0","","","0","","","","","","","","","56","Lwt","Indoor Rower","No",""
"2012-08-12 00:00:00","8,800m row","52:00.0","3120","","","8800","","","","2:57.2","63","516","","","56","Lwt","Indoor Rower","No","@2:59, 62 W, drag 128, machine #3 4 x (13:00 + 1:00)"
"2012-08-11 00:00:00","3,883m row","24:00.0","1440","","","3883","","","","3:05.4","55","489","","","56","Lwt","Indoor Rower","No","488 c/h, 55W, 110 drag"
"2012-08-10 00:00:00","4,924m row","30:00.0","1800","","","4924","","","","3:02.7","57","497","","","56","Lwt","Indoor Rower","No","26 s/m 497 cal/hr 57 W, drag 118 #3 (no power today)"
"2012-08-09 00:00:00","6,917m row","42:00.0","2520","","","6917","","","","3:02.1","58","499","","","56","Lwt","Indoor Rower","No","25 s/m @3:02 499 cal/hr 58 w, drag 120-124 - 1st attempt 'fat burn'"
"2012-08-08 00:00:00","6,500m row","38:00.0","2280","","","6500","","","","2:55.3","65","523","","","56","Lwt","Indoor Rower","No","526 cal/h, 26 s/m, drag 122"
"2012-08-07 00:00:00","0m row","","0","","","0","","","","","","","","","56","Lwt","Indoor Rower","No",""
"2012-08-06 00:00:00","0m row","","0","","","0","","","","","","","","","56","Lwt","Indoor Rower","No",""
"2012-08-05 00:00:00","6,450m row","35:00.0","2100","","","6450","","","","2:42.7","81","579","","","56","Lwt","Indoor Rower","No",""
"2012-08-04 00:00:00","0m row","","0","","","0","","","","","","","","","56","Lwt","Indoor Rower","No","don't know"
"2012-08-03 00:00:00","0m row","","0","","","0","","","","","","","","","56","Lwt","Indoor Rower","No","dont' know, 153 lb"
"2012-08-02 00:00:00","0m row","","0","","","0","","","","","","","","","56","Lwt","Indoor Rower","No",""
"2012-08-01 00:00:00","0m row","","0","","","0","","","","","","","","","56","Lwt","Indoor Rower","No","sick"
"2012-07-26 00:00:00","5,600m row","30:00.0","1800","","","5600","","","","2:40.7","84","590","","","56","Lwt","Indoor Rower","No",""
"2012-07-24 00:00:00","2,000m row","10:54.0","654","","","2000","","","","2:43.5","80","575","","","56","Lwt","Indoor Rower","No",""
